title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error
Mình Anh Nơi Này,NIT,Sing,single,24.0,2021-03-10,"v-pop, vietnamese lo-fi, vinahouse",3vhH9OXRg9jXubjykz8Wqz,1MTANbmLhUqJXlLuqADGE7,0.0,mình anh nơi này - nit.mp3,OK,OK
Mình Anh Thôi,Kuun Đức Nam,,single,47.0,2024-05-25,"v-pop, vietnam indie",6LlogywfKr3QxVrcQrbTIF,05xxXziuRhVsmlSjTD4Soh,1.0,mình anh thôi - kuun đức nam.mp3,OK,OK
Mình Anh Thôi,Negav,,single,57.0,2024-09-04,"v-pop, vietnamese hip hop, vietnam indie",7Cjsw965r7mVK888ZqP6Wo,4fg8aMZ23d2bxKz7r2vt9v,1.0,mình anh thôi - negav.mp3,OK,OK
Mình Chia Tay Đi,ERIK,,single,46.0,2018-09-05,"v-pop, vinahouse, vietnam indie",6QSWT3FUOUuXeD17kQUSdr,1L1VfizWn4DkFt602yD80U,1.0,mình chia tay đi - erik.mp3,OK,OK
Mình Cùng Yêu Nhau,thaison!,VSTRA,single,36.0,2020-12-17,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",67t2va9TBAWGlvQVYFNXN4,1VQyG9aks9QYQYzwmP12Fz,1.0,mình cùng yêu nhau - thaison!.mp3,OK,OK
Mình Cưới Nhau Nha,Tăng Phúc,,single,10.0,2021-02-07,"v-pop, vietnamese lo-fi, vinahouse",69YEzSoOJmeYBeBSMkztoi,5TSjLaWHQ69GaALubAM7gR,0.0,mình cưới nhau nha - tăng phúc.mp3,OK,OK
Mình Cưới Nhau Đi,Huỳnh James,Pjnboys,single,38.0,2018-02-02,"v-pop, vietnamese hip hop, vinahouse",03MPMUA06kT6fqifns77ea,1Vc9oJC8vSXfirygPAL2Du,1.0,mình cưới nhau đi - huỳnh james.mp3,OK,OK
Mình Dành Cho Nhau Nỗi Buồn,Trungg I.U,Tuấn Đinh,single,25.0,2019-01-20,"v-pop, vinahouse, vietnam indie",31LXC1rfxtIw1AaiTQ00QN,6Ue0BbbTOdBjcO4QZB5sio,0.0,mình dành cho nhau nỗi buồn - trungg i.u.mp3,OK,OK
Mình Em Với Em,Hồ Ngọc Hà,,album,6.0,2014-05-14,"v-pop, vinahouse",3CuP5VylyBZE0FuidhaUD3,24Wn81dwdDeTCuB1BWGoVJ,0.0,mình em với em - hồ ngọc hà.mp3,OK,OK
Mình Gặp Lại Được Không ?,LeWiuy,"Minh Huy, LEZII",single,30.0,2025-08-22,"v-pop, vietnam indie, vietnamese hip hop",2MPnqiUlwRB6nbswnQlSTW,284Kopvh7L7NCkz00VFbqt,1.0,mình gặp lại được không  - lewiuy.mp3,OK,OK
Mình Hẹn Hò Nhau Đi,Han Sara,Huỳnh Hiền Năng,single,32.0,2018-07-20,"v-pop, vietnamese hip hop",0ZS3Xne3ymtNxQsZnUeMH6,7sI2avJ3MyFstC9oKNM7py,1.0,mình hẹn hò nhau đi - han sara.mp3,OK,OK
Mình Là Gì Của Nhau,Lou Hoàng,,single,52.0,2016-09-21,"v-pop, vinahouse",4Wc98oLOg1IuVCGqIhTDVj,75Ki5hBCOpDtKGoFyTvLxP,1.0,mình là gì của nhau - lou hoàng.mp3,OK,OK
Mình Là Người Yêu Cũ,Khả Hiệp,Beta Music,single,39.0,2025-07-22,"vinahouse, v-pop",2FkAmNeQP75saHAecg0vkr,3Ess3HrOUbKlRvQoGA1xT7,1.0,mình là người yêu cũ - khả hiệp.mp3,OK,OK
Mình Làm Người Yêu Nhé Em,Anh Tú,,single,9.0,2019-02-10,"v-pop, vietnamese hip hop",2Cux0BDlALArI3PJo5p7v3,7LLfmKhGZI11XO0dO4xDI7,0.0,mình làm người yêu nhé em - anh tú.mp3,OK,OK
Mình Lượn Lờ Làm Wen (NOVINA),VCC Left Hand,,single,47.0,2025-02-08,"vietnamese hip hop, v-pop, vinahouse",52GJXifolHXkHoKWDjrm2c,3QjJx8Yp2mXYoHtiPI7VMI,1.0,mình lượn lờ làm wen (novina) - vcc left hand.mp3,OK,OK
"Mình Lượn Lờ Moshi Moshi もしもし - Quân Louis, Diva Vi Đá",VCC Left Hand,V#,single,12.0,2025-07-17,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",38x8LWQLrSjoKKB0T02FhB,3QjJx8Yp2mXYoHtiPI7VMI,0.0,"mình lượn lờ moshi moshi もしもし - quân louis, diva vi đá - vcc left hand.mp3",OK,MISSING
Mình Nên Là Tri Kỷ,Hà Nhi,,album,35.0,2025-12-18,"v-pop, vinahouse, vietnam indie, vietnamese lo-fi",61fRrLyyJAumlznvHqV1cZ,3XOuN4VDN4EL0GjKov5mWL,0.0,mình nên là tri kỷ - hà nhi.mp3,OK,OK
Mình Từng Bên Nhau,Lê Hiếu,,single,9.0,2014-01-01,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",5Gl1Bpi2Eins3Sz3BtvRsk,4sOvsEM0ooH149joyEm7Wg,0.0,mình từng bên nhau - lê hiếu.mp3,OK,OK
Mình Từng Yêu Nhau,Miu Lê,,single,20.0,2017-07-16,"v-pop, vietnamese hip hop, vinahouse",5n7OcX6wKBtvrpIjrmAved,4e5LAUvM35jleGg8gElTsP,0.0,mình từng yêu nhau - miu lê.mp3,OK,OK
Mình Xa Mình Yêu,JUUN D,,single,41.0,2017-07-07,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",6iAK2m5AVuLeKrgKNlusdb,6yzbDKj9tQCYUyhAvrDNHW,1.0,mình xa mình yêu - juun d.mp3,OK,OK
Mình Yêu Nhau Bao Lâu,Bảo Anh,Hoàng Tôn,album,18.0,2015-11-01,"v-pop, vietnam indie, vietnamese bolero",4OS019Pmy96Jcn16ET16QG,4fCHhderLwLacsIOIKgu3J,0.0,mình yêu nhau bao lâu - bảo anh - hoàng tôn.mp3,OK,OK
Mình Yêu Nhau Từ Kiếp Nào,Dương Hoàng Yến,,single,22.0,2024-03-22,"v-pop, vietnamese hip hop",62i8nKs8Cn9iqbKJFLV0Cv,3bbdXNYZbTMzxskrE4wIFQ,0.0,mình yêu nhau từ kiếp nào - dương hoàng yến.mp3,OK,OK
Mình Yêu Nhau Xong Rồi,Ca Ca,Tien Nguyen,single,40.0,2025-07-11,"v-pop, vietnam indie, vietnamese lo-fi",1rVdqAj5ZHV0GUQKfbRG7H,1b5vsEIamSveO3xe3oEMsT,1.0,mình yêu nhau xong rồi - ca ca.mp3,OK,OK
Mình Yêu Nhau Đi,Bích Phương,,album,42.0,2015-01-01,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",66ErxW9s4GqxGf7BykNOjr,5fa13NJjmn2uQ3dxZDi2Ge,1.0,mình yêu nhau đi - bích phương.mp3,OK,OK
Mình Yêu Nhau Để Làm Gì,Bích Phương,,album,9.0,2015-01-01,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",1xdHynxIytEv1otWIQ0WAG,5fa13NJjmn2uQ3dxZDi2Ge,0.0,mình yêu nhau để làm gì - bích phương.mp3,OK,OK
Mình Yêu Từ Bao Giờ (Em Là Bà Nội Của Anh OST),Miu Lê,,single,38.0,2016-10-19,"v-pop, vietnamese hip hop, vinahouse",7ct4enHE3PUFfqukQDrN7h,4e5LAUvM35jleGg8gElTsP,1.0,mình yêu từ bao giờ (em là bà nội của anh ost) - miu lê.mp3,OK,OK
Mình Yêu Đến Đây Thôi,Tóc Tiên,,single,27.0,2021-12-16,"v-pop, vietnam indie",5P5lTAd4r6ro0rMpjwg34u,4YkqEuVf1Jf2x2XDqJ2CvC,0.0,mình yêu đến đây thôi - tóc tiên.mp3,OK,OK
Mình phải cưới thôi,HuyR,,single,15.0,2019-01-01,"v-pop, vietnam indie, vietnamese hip hop",5aFoF2Pcw6XZc8dznsNjqG,3B3UoHY8tKJ6zmyYZhkDSZ,0.0,mình phải cưới thôi - huyr.mp3,OK,MISSING
Mình yêu nhau yêu nhau bình yên thôi,ĐINH HƯƠNG,Hà Anh Tuấn,single,31.0,2017-05-10,"v-pop, vietnam indie",6S4FgxOuDcAlMPNhFRYJjs,5BYivses3rt9TZ0SwjlAeM,1.0,mình yêu nhau yêu nhau bình yên thôi - đinh hương.mp3,OK,OK
Mình Đã Lớn Chưa,Lê Ngọc Châu Anh,,single,19.0,2024-10-13,"v-pop, vietnam indie, vietnamese lo-fi",5IOEBlIoVTw7QdPl4Cx8ya,275KG0jezF4cng8bZmuk8q,0.0,mình đã lớn chưa - lê ngọc châu anh.mp3,OK,OK
Mình Đồng Da Sắt (feat. Tez),RAP VIỆT,Tez,single,12.0,2020-10-19,"vietnamese hip hop, v-pop",4rhDwHl0UM6vk5ivKwRfCr,1cPpd989kghzlZqfpP4KwL,0.0,mình đồng da sắt (feat. tez) - rap việt.mp3,OK,OK
Mình Đừng Quên Nhau,Anh Tú Atus,,single,14.0,2021-03-17,"v-pop, vietnamese hip hop",2fxFWwemrFsGGmJOQfBW4g,62D1qvKkvUCvXEtY1xwRfo,0.0,mình đừng quên nhau - anh tú atus.mp3,OK,OK
Món Quà,Văn Mai Hương,,album,43.0,2025-12-11,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",1OLYKamNQ9Zrpi7fL0iFv6,63SNH9m8M034lCGELVC1dm,1.0,món quà - văn mai hương.mp3,OK,OK
Món Quà Em Muốn,Liên Quân Mobile,Cánh Cụt và Xích Sắt,single,19.0,2025-12-12,"v-pop, vietnamese hip hop, vietnam indie",6Okvp0MOnaabtWeieJPmOw,7KHN9D81AGKzY7bUSL78FA,0.0,món quà em muốn - liên quân mobile.mp3,OK,MISSING
Món Quà Tặng Cô,Nguyen Van Chung,Bé Bánh Quy,album,6.0,2023-09-04,"vinahouse, v-pop, vietnamese lo-fi",65JQOwGflOgc6xllIqBx7H,1uXHYAZLyOQY5qaM1crBNK,0.0,món quà tặng cô - nguyen van chung.mp3,OK,OK
Món Quà Vô Giá,An Vũ,,single,7.0,2022-08-13,"v-pop, vinahouse, vietnamese lo-fi",4qx6wOyF9pAAZj15R5lITG,0IBUlucigx80io4qV5fQ34,0.0,món quà vô giá - an vũ.mp3,OK,OK
Môi Chạm Môi (feat. Binz),Myra Trần,Binz,single,37.0,2023-11-22,"v-pop, vietnamese hip hop, vietnam indie",2rYYOhkWNxVowKbCEOX8is,0Y9KzsdFByEI4bigKF1htd,0.0,môi chạm môi (feat. binz) - myra trần.mp3,OK,OK
Môi Nàng,Lil Van,"Saabirose, SIXTYUPTOWN, VCC Left Hand",single,22.0,2025-05-20,"v-pop, vietnamese hip hop, vinahouse",4kIu5siYFSl7FOmlUSowuQ,5MTrg4flzchU1dnhISyKEF,0.0,môi nàng - lil van.mp3,OK,OK
Mông lung,Ronboogz,,single,33.0,2026-02-25,"v-pop, vietnamese hip hop, vietnam indie",08sKLHdWoxMHIA5MqepAf7,0dBcEvEklr1jx4uZuhFX5e,0.0,mông lung - ronboogz.mp3,OK,OK
Mù Màu,VCC Left Hand,"GEN JI, Mason Nguyen, RZ Mas",single,20.0,2022-10-13,"vietnamese hip hop, v-pop, vinahouse",0ViMpQ2momhiueYsUIbo9M,3QjJx8Yp2mXYoHtiPI7VMI,0.0,mù màu - vcc left hand.mp3,OK,OK
Mùa Giáng Sinh An Lành,Nguyen Van Chung,Bé Bánh Quy,album,7.0,2023-09-02,"vinahouse, v-pop, vietnamese lo-fi",7cl8UsFaVWS4IfxTN6dYL7,1uXHYAZLyOQY5qaM1crBNK,0.0,mùa giáng sinh an lành - nguyen van chung.mp3,OK,OK
Mùa Gió Cũ,Trung Quân,Vũ Đặng Quốc Việt,single,7.0,2023-03-13,"v-pop, vietnam indie",2Y3uwHKgtXJ7JBVIUEbsii,5Cf9nBDNc99UFkq9Yqap7Q,0.0,mùa gió cũ - trung quân.mp3,OK,OK
Mùa Gió Thổi Trên Mái Nhà,DTAP,Mỹ Tâm,album,28.0,2025-08-19,v-pop,5l5YRFko3VQVyL54Dcbgb2,5L9ssI4l4DKU1za4ZwvKvG,0.0,mùa gió thổi trên mái nhà - dtap.mp3,OK,OK
Mùa Hoa Trắng,Thành Đạt,,single,10.0,2025-03-21,"vinahouse, v-pop",30jscqVOA91HH1UjPrtEv4,2ipMqlG0XTQbUbu7W0FnBm,0.0,mùa hoa trắng - thành đạt.mp3,OK,OK
Mùa Hoa Trở Lại,Giang Hong Ngoc,"Tieu Chau Nhu Quynh, Hoà Minzy, Vũ Thảo My",album,7.0,2018-01-20,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4OWiWvXPV9shnmRUWw0M3a,1vuXGfUQ15YoFnM2V49rF5,0.0,mùa hoa trở lại - giang hong ngoc.mp3,OK,OK
Mùa Hè,prettyXIX,EVY,album,10.0,2022-09-29,"vietnamese hip hop, v-pop, vietnam indie",31vF0E2UCVlIdbYyGbsXVh,28XrDF0G35BpyybcGaQTzU,0.0,mùa hè - prettyxix.mp3,OK,OK
Mùa Hè Bất Tận,Hoàng Dũng,,single,26.0,2021-10-28,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",0DtKqkn2bdgkkxBk1SPDBo,6OzE2OdvV2tGAxSBsBuZ74,0.0,mùa hè bất tận - hoàng dũng.mp3,OK,OK
Mùa Hè Bất Tận,Vũ Thanh Vân,,single,15.0,2019-09-13,"vietnam indie, v-pop",1yKxfpb90Fox1qA4GcAfFm,5ptgjFDE2abY6Xwo4ytufN,0.0,mùa hè bất tận - vũ thanh vân.mp3,OK,OK
Mùa Hè Năm Đó,B Ray,"Dick, 24k.Right, Yuno Bigboi, DT TAP RAP, CAPTAIN BOY, Lor, Dlow, The Underdogs",single,49.0,2024-12-24,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",76UWLyJm10LudXC3rdYSRO,1WvNgEoB66jmHodcj15Zi9,1.0,mùa hè năm đó - b ray.mp3,OK,OK
Mùa Hè Trong Tay,H2O Music,Bozitt,single,12.0,2025-07-29,"vietnamese lo-fi, v-pop",6SSsvxfi8xowrGw8RW7AJO,6bfOJ0EzKALWN30A9U5yjR,0.0,mùa hè trong tay - h2o music.mp3,OK,MISSING
Mùa Hè Tuyệt Vời (Lalawonder),Đức Phúc,,single,38.0,2023-06-21,"v-pop, vietnam indie, vinahouse",54dJx0utw4joDGXoPzV9Rw,5FWPIKz9czXWaiNtw45KQs,0.0,mùa hè tuyệt vời (lalawonder) - đức phúc -.mp3,OK,OK
Mùa Hè Ấy Em Khóc,Ngô Lan Hương,Lahi,single,9.0,2021-05-26,"v-pop, vietnamese lo-fi, vinahouse, vietnam indie, vietnamese hip hop",3YQWoI6RKFgRNDHWebSiRy,3y0Tmt0epaxAHy6L89dGGC,0.0,mùa hè ấy em khóc - ngô lan hương.mp3,OK,OK
Mùa Hạ Cuối Cùng,Jaysonlei,Lazii,single,32.0,2024-08-28,"vietnam indie, v-pop",64VNylH4th3QJs9VutCT6Y,5BQgZQPuGImYR5xgbytUKg,1.0,mùa hạ cuối cùng - jaysonlei.mp3,OK,OK
Mùa Ký Ức,Reddy,,single,17.0,2021-02-02,"vietnamese lo-fi, v-pop, vietnam indie, lo-fi",5FVyGah7okFOlbqVJDM6IH,6QfCxUkMNgOYA4dswW2ZWN,0.0,mùa ký ức - reddy.mp3,OK,OK
Mùa Ly Bỏ Lại,Thái Đinh,,single,19.0,2021-12-26,"vietnam indie, v-pop",2zKiYxW5ly8Ik5IfL8IUs1,7lq25uVNvzRoAJgr4CYr8e,0.0,mùa ly bỏ lại - thái đinh.mp3,OK,OK
Mùa Mưa Ngâu Nằm Cạnh,Vũ.,,single,39.0,2018-03-28,"v-pop, vietnam indie, vietnamese lo-fi",7o0AuPw89jvh0GiRNQQffR,57g2v7gJZepcwsuwssIfZs,1.0,mùa mưa ngâu nằm cạnh - vũ..mp3,OK,OK
Mùa Mưa Ấy,Vũ.,,album,56.0,2024-09-27,"v-pop, vietnam indie, vietnamese lo-fi",3qllaNK66kKxX123f0eKpj,57g2v7gJZepcwsuwssIfZs,1.0,mùa mưa ấy - vũ..mp3,OK,OK
Mùa Nhớ Em,QuocKiet,#SSdaRealest,single,21.0,2025-02-25,"v-pop, vietnam indie",3Oga7x2fUXfDDdPjWMDlR4,1kisOgQZlBhZh0miDdjSYC,0.0,mùa nhớ em - quockiet.mp3,OK,OK
Mùa Oải Hương Năm Ấy,Phạm Hồng Phước,,single,23.0,2021-10-10,"v-pop, vietnam indie, vinahouse, vietnamese hip hop",5yAphgDHRLzPM7Em1PcFD2,2DpuPZSraeVoLMKV5QJj7y,0.0,mùa oải hương năm ấy - phạm hồng phước.mp3,OK,OK
Mùa Phượng Cuối,An Vũ,,single,13.0,2023-05-29,"v-pop, vinahouse, vietnamese lo-fi",11YPKtkH6JzH9Ekhw8zNX5,0IBUlucigx80io4qV5fQ34,0.0,mùa phượng cuối - an vũ.mp3,OK,OK
Mùa Thu Cho Em,Juky San,,single,17.0,2022-10-27,"v-pop, vietnamese hip hop, vietnam indie",7bOpco2cV7HG0NeC46v3TF,51wGpVg4Z3lv1IjuZAQjXn,0.0,mùa thu cho em - juky san.mp3,OK,OK
Mùa Thu Cho Em,Phương Mỹ Chi,,single,11.0,2022-10-26,"v-pop, vietnamese bolero",4MrRAPmBhNnkH92S34D7iJ,1BcjfrXV4Oe3fK0c8dnxFF,0.0,mùa thu cho em - phương mỹ chi.mp3,OK,OK
Mùa Thu Cho Em,Tùng Dương,,album,7.0,2018-08-24,"v-pop, vinahouse",2jQ4IJqqgCmY9JMp9Nl75W,4rBvN6UImNzcY5abMKdAuw,0.0,mùa thu cho em - tùng dương.mp3,OK,OK
Mùa Thu Cho Em,ZLAB,"Châu Bùi, Ánh Sáng AZA",single,18.0,2025-10-03,v-pop,6VWz12OcpGXfeIjuHAML9n,5YtxFNj1nNvPhd9SMsn684,0.0,mùa thu cho em - zlab.mp3,OK,OK
Mùa Thu Cho Em - From #Trầm3,Ngô Lan Hương,,single,16.0,2024-09-02,"v-pop, vietnamese lo-fi, vinahouse, vietnam indie, vietnamese hip hop",3VtKh2A3UIEZt4UXZ2UfHF,3y0Tmt0epaxAHy6L89dGGC,0.0,mùa thu cho em - from #trầm3 - ngô lan hương.mp3,OK,OK
Mùa Thu Không Trở Lại,Lê Hiếu,,album,11.0,2020-11-18,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",5hpAm9IfdXvM4064YgAhi7,4sOvsEM0ooH149joyEm7Wg,0.0,mùa thu không trở lại - lê hiếu.mp3,OK,OK
Mùa Thu Và Lời Xin Lỗi,Thành Đạt,,single,25.0,2025-02-11,"vinahouse, v-pop",6HlA93mLHhwV3erfskEyp5,2ipMqlG0XTQbUbu7W0FnBm,0.0,mùa thu và lời xin lỗi - thành đạt.mp3,OK,OK
Mùa Xuân Không Còn Nữa,Phương Phương Thảo,,album,19.0,2021-06-15,"vietnamese bolero, vietnamese lo-fi, bolero, vinahouse, v-pop",31hXkPfeufKLB8IClLe0Ey,5KGgAxYWMoCJduQhLpIH4v,0.0,mùa xuân không còn nữa - phương phương thảo.mp3,OK,OK
Mùa Xuân Trở Về,MONSTAR,SUNI,album,5.0,2019-02-01,"v-pop, vietnam indie",6jfCfgNy9tIznQmqpq5Ncv,2CLdtsyD2NsTOBBOVr7fi8,0.0,mùa xuân trở về - monstar.mp3,OK,OK
Mùa Xuân Đầu Tiên,Hương Ly,Beta Music,single,5.0,2025-11-03,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",3F115YjQgL7eGcTYgPxNcu,3NckpPMWZSEus6PyV6LoVc,0.0,mùa xuân đầu tiên - hương ly.mp3,OK,OK
Mùa Xuân Đầu Tiên,Phương Phương Thảo,,album,15.0,2025-01-23,"vietnamese bolero, vietnamese lo-fi, bolero, vinahouse, v-pop",0fWS7ySOBzQDX5SbW9g3Z9,5KGgAxYWMoCJduQhLpIH4v,0.0,mùa xuân đầu tiên - phương phương thảo.mp3,OK,OK
Mùa Xuân Ơi,Bích Phương,,single,48.0,2017-01-16,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",2GXkWBB1CrobtzUrjcPLWc,5fa13NJjmn2uQ3dxZDi2Ge,1.0,mùa xuân ơi - bích phương.mp3,OK,OK
Mùa Yêu Cũ,Trung Quân,,album,11.0,2020-01-01,"v-pop, vietnam indie",2pXsW2ptdMtZ1rgnJHlmmH,5Cf9nBDNc99UFkq9Yqap7Q,0.0,mùa yêu cũ - trung quân.mp3,OK,OK
Mùa xuân,TRANG,,album,37.0,2025-11-16,"vietnam indie, v-pop, vietnamese lo-fi",3q1CugpLqqpxQJrhYl12MW,2knyDFP4xw9wZEWA98JX6b,0.0,mùa xuân - trang.mp3,OK,OK
Mùa Đông Chưa Bao Giờ Tới (feat. Vũ.),Uyên Linh,Vũ.,single,35.0,2020-11-30,"v-pop, vietnam indie, vietnamese lo-fi",38jkj6ZxI4JyrtXduPwDPv,2KUMXzsDcJqXZW0CRh07zP,1.0,mùa đông chưa bao giờ tới (feat. vũ.) - uyên linh.mp3,OK,OK
Mùa Đông Của Anh,Lê Hiếu,,album,25.0,2020-11-18,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",6CcKZJC6bBZ7WKrAmyEvWk,4sOvsEM0ooH149joyEm7Wg,0.0,mùa đông của anh - lê hiếu.mp3,OK,OK
Mùa Đông Của Anh,Mỹ Tâm,,album,32.0,2017,"v-pop, vietnamese bolero, vietnam indie",3P6MYC1H7DGjBU5G04mrCt,1CWwyDPjCowRTO4p6A7r6g,0.0,mùa đông của anh - mỹ tâm.mp3,OK,OK
Mùa Đông Nhắc Tim Còn Thương,Hoài Lâm,,single,21.0,2025-12-20,"v-pop, vietnamese lo-fi, vietnamese bolero, bolero, vietnam indie",099l3JgS37LflVcarTM6Fu,2dlC6p7Q75wnfhudwTEpxW,0.0,mùa đông nhắc tim còn thương - hoài lâm.mp3,OK,OK
Mùa Đông Năm Ấy,JayKii,,album,22.0,2025-09-25,"v-pop, vietnamese lo-fi, vietnam indie",5jEP0yBZIBar8u0kqdGioH,4ZSYaCMxF2k6maN3KTP17F,0.0,mùa đông năm ấy - jaykii.mp3,OK,OK
Mùa Đông Tình Yêu,Bùi Anh Tuấn,Charmy Pham,single,13.0,2016-12-05,v-pop,6JZryg0GQ5nkz00bl8FxIq,2Gvp79Cmni6PX13CAlSGex,0.0,mùa đông tình yêu - bùi anh tuấn.mp3,OK,OK
Mùi Tổ Ấm,Quân A.P,Hứa Kim Tuyền,single,19.0,2023-06-23,"v-pop, vietnam indie",533rHd7gIGNqhStUubJGi4,2NRcG7E1j2sSi8vnUzCcpi,0.0,mùi tổ ấm - quân a.p.mp3,OK,OK
Múa Lân,Nguyen Van Chung,Bé Bánh Quy,album,11.0,2023-09-06,"vinahouse, v-pop, vietnamese lo-fi",1wCoafhPvNVUYAB9PgP4Mx,1uXHYAZLyOQY5qaM1crBNK,0.0,múa lân - nguyen van chung.mp3,OK,OK
Mũi Tên Uất Hận,Pháp Kiều,,album,40.0,2025-11-12,"v-pop, vietnamese hip hop",6xlzG2CvkX7I0xDpo7VyyT,13c4ijEkXNvEFoxGxwp5Su,0.0,mũi tên uất hận - pháp kiều.mp3,OK,OK
Mơ,Forest Studio,"Orange, Đức Phúc",album,48.0,2022-11-10,"v-pop, vietnam indie",61igNtS7cVfhSg4zoJ53oD,1fTWz0OemWveF9AMkRPJKi,1.0,mơ - forest studio.mp3,OK,OK
Mơ,Trịnh Thăng Bình,,single,14.0,2013-10-18,"v-pop, vinahouse",1NI2GeBifspHmWayxULMd6,4co1OIKlUOsNNVJFSZzO9N,0.0,mơ - trịnh thăng bình.mp3,OK,OK
Mơ,VCT,,single,67.0,2016-01-01,"v-pop, vietnam indie",2a5hng9yXtbjtTVVm9UviC,7yquVKfxBuNFJbG9cy2R8A,1.0,mơ - vũ cát tường.mp3,OK,OK
Mơ,Đen,Hậu Vi,single,41.0,2016-08-28,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",3mMAxli9HDnNdDjaTlDyJg,1LEtM3AleYg1xabW6CRkpi,1.0,mơ - đen.mp3,OK,OK
Mơ Anh,Chi Pu,,single,8.0,2020-09-03,"v-pop, vinahouse, vietnam indie",6dpKoYdLYvBDemWVibWQUJ,6jRD85dsXJYn5vv73rqSGi,0.0,mơ anh - chi pu.mp3,OK,OK
Mơ Giữa Rừng Mơ (feat. Young God),RAP VIỆT,Young God,album,6.0,2020-10-08,"vietnamese hip hop, v-pop",0BlgVXaChUDxMZPGQk3xkC,1cPpd989kghzlZqfpP4KwL,0.0,mơ giữa rừng mơ (feat. young god) - rap việt.mp3,OK,OK
Mơ Hồ,Bùi Anh Tuấn,,album,50.0,2016-09-15,v-pop,0rtwHli23DZDBobMqluwSd,2Gvp79Cmni6PX13CAlSGex,1.0,mơ hồ - bùi anh tuấn.mp3,OK,OK
Mơ Khách Đường Xa,Masew,,album,44.0,2025-06-03,"v-pop, vietnamese hip hop, vinahouse, vietnam indie, vietnamese lo-fi",0EmqISL4BARiAlVhNqc3Yf,3nGqUwkJHiLPDECMVrX1Sq,1.0,mơ khách đường xa - masew.mp3,OK,OK
Mơ Một Giấc Mơ,Tăng Phúc,Nguyễn Đình Vũ,single,23.0,2024-02-28,"v-pop, vietnamese lo-fi, vinahouse",2A2VTkTFrTKBW7lUgzBSWD,5TSjLaWHQ69GaALubAM7gR,0.0,mơ một giấc mơ - tăng phúc.mp3,OK,OK
Mơ Một Hạnh Phúc,Hien Thuc,,album,10.0,2010-05-26,"v-pop, vinahouse, vietnamese bolero",5qSDHKVTJ2TkxJiMveZu5P,6xQUSqDu9uizDib9Ww47yO,0.0,mơ một hạnh phúc - hien thuc.mp3,OK,OK
Mơ Tết Này Về Việt Nam,Bảo Anh,"Thiều Bảo Trâm, Hoà Minzy",album,15.0,2025-01-10,"v-pop, vietnamese lo-fi",2X9KOCYPi1xCeUmR1Racxk,4fCHhderLwLacsIOIKgu3J,0.0,mơ tết này về việt nam - bảo anh.mp3,OK,MISSING
Mơ Đi Bay,Huỳnh James,Pjnboys,single,29.0,2017-08-31,"v-pop, vietnamese hip hop, vinahouse",3o7Fg0TqPULoSY9CrM7yUY,1Vc9oJC8vSXfirygPAL2Du,0.0,mơ đi bay - huỳnh james.mp3,OK,OK
MƯA PHI TRƯỜNG (feat. Vũ Thảo My & Wean),OUR SONG VIETNAM,"Vũ Thảo My, WEAN",single,13.0,2024-10-08,"v-pop, vietnamese hip hop, vietnam indie",5rxoWieN4QjjsnUNTB1aU3,6HfU0edqFmEwV87kq0D9TJ,0.0,mưa phi trường (feat. vũ thảo my & wean) - our song vietnam.mp3,OK,OK
MƯA THÁNG SÁU,Chị Đẹp Đạp Gió Rẽ Sóng,"Thiều Bảo Trâm, Gil Lê, DJ Mie, Dương Hoàng Yến, Vũ Ngọc Anh",album,30.0,2024-12-14,"v-pop, vietnamese lo-fi",7HkbKYHPcbUX23TQDMDFe7,4DNLpoezq6CHCbbp0JmmHa,1.0,"mưa tháng sáu - chị đẹp đạp gió rẽ sóng - thiều bảo trâm, gil lê, dj mie, dương hoàng yến, vũ ngọc anh.mp3",OK,OK
MƯỢN RƯỢU TỎ TÌNH (feat. Mai Tiến Dũng & LyLy),OUR SONG VIETNAM,"Mai Tiến Dũng, Lyly",single,15.0,2024-09-24,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",0Vw7Aw5VQRsFgPxn1tWdHC,6HfU0edqFmEwV87kq0D9TJ,0.0,mượn rượu tỏ tình (feat. mai tiến dũng & lyly) - our song vietnam.mp3,OK,OK
